TIC_ID,label,period,depth_ppm,duration_hr,sectors,n_sectors
278825952,0,2.390579,904050.0,4.94276114,[1],1
149248969,0,0.251788,1060.0,28.272126359999998,[1],1
237316265,0,0.376968,1670.0,35.19518004,[1],1
231089993,0,0.473141,1740.0,2.084621395,[1],1
139935539,0,2.525449,8580.0,36.395558784,[1],1
278709999,0,0.122689,1800.0,15.549976823999998,[1],1
167570998,0,0.505229,4700.0,39.132370728,[1],1
234503282,0,1.438445,21990.0,2.92579713,[1],1
309146882,0,5.429176,6330.0,4.99701359,[1],1
300141210,0,1.929049,68490.0,5.533438476,[1],1
140044270,0,1.995553,2380.0,47.908597848,[1],1
231705838,0,0.77943,2620.0,42.179010336,[1],1
197757967,0,1.110471,2780.0,45.030043248,[1],1
308600649,0,1.625239,10530.0,7.531617564,[1],1
197757889,0,0.601374,17660.0,38.639963352,[1],1
294272014,0,0.260428,16500.0,12.5600466,[1],1
234527232,0,2.688754,38390.0,3.397509554,[1],1
237911081,0,0.823168,102300.0,2.600091372,[1],1
167304569,0,6.759028,11890.0,3.833179959,[1],1
238192097,0,1.226853,31790.0,2.203624284,[1],1
309628590,0,1.080652,2710.0,33.786887352,[1],1
197758935,0,1.015769,59040.0,3.362032867,[1],1
327668243,0,1.542844,2310.0,2.477930892,[1],1
273572449,0,2.664146,97690.0,2.499395211,[1],1
308665590,0,1.06884,5490.0,2.209677062,[1],1
270246450,0,0.802686,13590.0,2.012943843,[1],1
231699095,0,13.149833,35140.0,5.93320465,[1],1
284194837,0,0.201026,660.0,26.154865656000002,[1],1
289793070,0,3.04569,700.0,2.420227102,[1],1
139285753,0,1.550433,7250.0,44.420277552,[1],1
149391674,0,0.524024,2060.0,2.064570716,[1],1
306630834,0,2.137877,44170.0,6.875412432,[1],1
261500541,0,3.126429,25090.0,2.391343014,[1],1
140761919,0,1.589836,6630.0,3.15359869,[1],1
273879358,0,7.580072,11200.0,4.095058097,[1],1
235015153,0,1.026047,22570.0,2.549685753,[1],1
279743501,0,0.678757,3360.0,2.474476519,[1],1
394722677,0,6.337182,46820.0,3.520938319,[1],1
441047471,0,1.159564,33250.0,2.999189095,[1],1
29781532,0,13.516899,159260.0,5.501918569,[1],1
394559789,0,2.832578,22960.0,2.355571865,[1],1
394233771,0,0.397424,23350.0,43.386491928,[1],1
382437415,0,4.941699,26660.0,3.947033825,[1],1
404842248,0,0.594483,2230.0,2.244862925,[1],1
349572805,1,2.705929,60780.0,3.766653168,[1],1
30267923,0,1.178386,6370.0,6.461420386,[1],1
92625824,0,2.057868,53440.0,4.629215223,[1],1
382198502,0,0.289535,4120.0,19.223826887999998,[1],1
114889905,0,0.271747,2690.0,42.114958752,[1],1
53940082,0,1.375616,46590.0,2.539827333,[1],1
389520593,0,2.295571,22280.0,2.150858204,[1],1
349275818,0,3.555016,3180.0,3.331760995,[1],1
30272849,0,0.859654,3160.0,2.908862819,[1],1
358456254,0,6.053791,17940.0,6.756030756,[1],1
391900414,0,0.627288,3820.0,2.618801942,[1],1
261261478,0,3.536293,3360.0,3.816650309,[1],1
279740440,0,0.742079,3890.0,30.288221544,[1],1
306824094,0,2.573195,1630.0,47.295735816,[1],1
358071481,0,3.365675,55950.0,2.91602082,[1],1
234526481,0,0.65809,1910.0,35.491372823999995,[1],1
141124793,0,2.944865,24540.0,2.82424333,[1],1
260752356,0,2.60489,38870.0,44.727420048,[1],1
147199063,0,1.107759,2720.0,2.639479524,[1],1
389611992,0,0.141571,10940.0,15.235848360000002,[1],1
139285736,0,1.549956,8650.0,45.83505084,[1],1
197597120,0,0.121731,2310.0,22.522299552,[1],1
159834934,0,2.581125,50190.0,5.18434443,[1],1
308662421,0,11.40471,5840.0,5.301821585,[1],1
234511777,0,0.964636,7610.0,26.209082951999996,[1],1
301193954,0,1.716429,125180.0,3.721080758,[1],1
143895569,0,7.271398,39360.0,2.341971868,[1],1
261135785,0,4.757301,58580.0,3.265411406,[1],1
382101519,0,0.672614,590950.0,4.543050192,[1],1
99411125,0,0.824853,153090.0,2.802784506,[1],1
392792586,0,1.44975,179190.0,4.93622478,[1],1
267094867,0,3.473147,101750.0,4.064415545,[1],1
77368857,0,1.092499,58270.0,2.081866094,[1],1
263015046,0,3.087139,523250.0,4.82038232,[1],1
273864836,0,1.831742,3840.0,3.213168547,[1],1
55602946,0,4.939276,41260.0,5.15778957,[1],1
92591722,0,3.542782,751550.0,5.888953952,[1],1
350443851,0,0.647242,117150.0,2.244635256,[1],1
197958602,0,2.70884,153150.0,6.502516243,[1],1
261138857,0,0.920546,125230.0,7.144688903,[1],1
238188289,0,3.685109,66460.0,5.346356137,[1],1
144459903,0,3.474084,238040.0,4.22142895,[1],1
349411346,0,0.770893,32160.0,42.796032384,[1],1
231850697,0,0.51389,182290.0,2.148594646,[1],1
38632688,0,2.689311,162740.0,7.454770092,[1],1
270174474,0,3.167329,275450.0,4.745672387,[1],1
139846029,0,3.046408,49230.0,38.97257568,[1],1
300034498,0,0.891695,399500.0,3.862608733,[1],1
374860590,0,2.932859,52050.0,3.361056414,[1],1
29256710,0,0.250775,4840.0,39.933651744,[1],1
394517162,0,0.593584,771660.0,2.538924972,[1],1
262826230,0,7.178117,367780.0,6.320762706,[1],1
441157639,0,2.615035,135410.0,4.690117573,[1],1
159748368,0,3.180933,39340.0,42.654021264,[1],1
147285336,0,1.684789,5400.0,2.267591211,[1],1
253912623,0,1.726078,118250.0,4.282606647,[1],1
306900161,0,3.562561,78250.0,3.008796518,[1],1
39046297,0,1.836418,221180.0,4.714599203,[1],1
197600964,0,0.687561,759140.0,3.292702127,[1],1
141544911,0,2.459463,413400.0,5.226850768,[1],1
52245789,0,0.365807,341200.0,2.022678594,[1],1
364424328,0,0.728884,31340.0,34.393062119999996,[1],1
204544746,0,1.995409,921990.0,5.208975286,[1],1
277717122,0,2.147098,460880.0,4.426457237,[1],1
304033253,0,5.524497,51190.0,2.426359082,[1],1
52206324,0,4.057757,104020.0,2.772584203,[1],1
326442531,0,1.521357,166800.0,3.787083553,[1],1
289951317,0,0.697068,20700.0,2.937723379,[1],1
293508028,0,3.240705,131420.0,3.273630563,[1],1
407580995,0,3.028109,142700.0,4.773268779,[1],1
441387582,0,1.274128,269740.0,2.546319325,[1],1
126657928,0,0.693784,2830.0,2.469316013,[1],1
441020631,0,2.272266,88840.0,45.678000048,[1],1
349275813,0,3.555016,121090.0,3.543355548,[1],1
177257211,0,3.541266,83750.0,3.676684012,[1],1
364398064,0,2.410028,37030.0,2.586056445,[1],1
30312846,0,1.597654,182740.0,13.98164531,[1],1
308544274,0,1.248036,84390.0,6.416502526,[1],1
271976339,0,1.497416,3570.0,2.284218263,[1],1
271799467,0,1.907856,19350.0,3.76244466,[1],1
260659986,0,3.571403,241940.0,5.977671485,[1],1
114917180,0,1.202997,173770.0,2.616085396,[1],1
141122198,0,1.349905,495910.0,4.879744586,[1],1
309143752,0,0.708777,951160.0,2.995915326,[1],1
273550444,0,3.527397,715150.0,4.038164086,[1],1
150101799,0,0.788578,9490.0,43.305423264,[1],1
349059354,0,1.664727,245750.0,4.769642622,[1],1
309781192,0,3.526388,246890.0,9.210643345,[1],1
394596762,0,0.801626,234950.0,2.807165992,[1],1
350335398,0,6.070548,23620.0,5.040983059,[1],1
261091441,0,1.881834,328800.0,5.257994743,[1],1
271640189,0,2.460664,30540.0,3.060278604,[1],1
71317881,0,0.415707,156490.0,2.291809319,[1],1
327599302,0,5.021552,178460.0,3.235888109,[1],1
327725463,0,4.751939,13780.0,3.995050156,[1],1
260239131,0,0.323737,38890.0,36.306198096,[1],1
197985960,0,1.665003,43690.0,2.929073278,[1],1
381948745,0,1.595882,91850.0,4.961916314,[1],1
150513899,0,1.884298,22730.0,4.158268826,[1],1
32177507,0,1.875679,214690.0,4.665038754,[1],1
253923501,0,4.633881,65100.0,2.726946291,[1],1
261136305,0,4.436673,222460.0,8.946462371,[1],1
197695641,0,0.852818,510230.0,2.402285968,[1],1
139188325,0,0.588371,22530.0,41.234169359999996,[1],1
71316387,0,0.652091,5150.0,39.250661472000004,[1],1
469973582,0,0.464302,301230.0,2.250044636,[1],1
38586438,0,0.555682,171170.0,34.558263672,[1],1
234305187,0,6.339575,8350.0,3.338166612,[1],1
270565975,0,4.045046,1013500.0,9.803249882,[1],1
201293779,0,0.468819,66440.0,29.758379784,[1],1
350139008,0,7.137422,20640.0,2.644843096,[1],1
159696585,0,0.179448,1210.0,16.543095792000003,[1],1
141685465,0,7.800789,337290.0,5.32450654,[1],1
92861556,0,2.515751,17520.0,2.784634467,[1],1
149498629,0,3.906639,158780.0,4.299803149,[1],1
281562112,0,0.97291,339650.0,4.947364099,[1],1
126947604,0,1.793054,67180.0,2.444721546,[1],1
53725466,0,1.376556,32710.0,2.793968182,[1],1
309472288,0,1.409409,316580.0,3.228335879,[1],1
350656825,0,2.960445,90290.0,3.413274667,[1],1
237909088,0,1.79262,108400.0,4.972154242,[1],1
29475980,0,2.175574,12750.0,6.171668323,[1],1
79172475,0,2.371441,231090.0,5.711378504,[1],1
97409171,0,2.517009,250490.0,3.731415502,[1],1
406279367,0,1.563198,122610.0,3.308227191,[1],1
349273304,0,5.551877,5310.0,3.966705079,[1],1
277913200,0,2.611238,256250.0,4.105492833,[1],1
211336604,0,4.386841,12970.0,4.468260769,[1],1
261137705,0,1.817856,81190.0,4.398193521,[1],1
350141132,0,4.602937,66300.0,4.611038169,[1],1
149253984,0,4.03336,66600.0,3.261213562,[1],1
24749535,0,1.111328,82790.0,2.536495027,[1],1
309551268,0,8.803051,21210.0,17.05608737,[1],1
79173362,0,2.037126,4010.0,6.568997985,[1],1
237339473,0,2.180756,269430.0,3.361678989,[1],1
349158571,0,2.672896,223230.0,4.630311199,[1],1
375058760,0,7.122281,713310.0,3.998163662,[1],1
261137706,0,1.819696,2570.0,4.380372211,[1],1
278779647,0,13.044236,4500.0,72.19201972,[1],1
389476454,0,3.662596,88910.0,4.095368343,[1],1
232058110,0,0.842376,189520.0,3.053579305,[1],1
220572947,0,0.313898,1750.0,31.385983008,[1],1
382218565,0,1.321609,29660.0,2.257413901,[1],1
293973489,0,0.421518,3580.0,3.714551502,[1],1
201248423,0,2.987669,197120.0,6.192362276,[1],1
129681302,0,2.467916,176070.0,4.247974452,[1],1
77427456,0,1.092499,112360.0,2.071902504,[1],1
167125054,0,9.121966,84430.0,9.186184641,[1],1
348762908,0,1.022285,1093150.0,3.457695001,[1],1
393948907,0,1.821921,145250.0,4.123808868,[1],1
147163173,0,1.436137,14880.0,5.000858816,[1],1
381854773,0,1.644343,12620.0,44.240982648,[1],1
91448151,0,0.493269,3578530.0,2.478735917,[1],1
309551309,0,5.709232,187090.0,4.894410409,[1],1
89258777,0,1.593419,76260.0,5.366890139,[1],1
129680965,0,0.254506,103430.0,2.066873767,[1],1
231269538,0,2.631002,89860.0,4.081631263,[1],1
38952000,0,3.594366,34020.0,5.632227747,[1],1
372911986,0,2.663002,199030.0,8.084874072,[1],1
253923588,0,6.387823,7320.0,2.385468621,[1],1
372850612,0,1.306648,39530.0,2.428170111,[1],1
206328160,0,0.828204,304460.0,4.027655436,[1],1
31743416,0,0.622878,15240.0,36.638381592,[1],1
8195717,0,0.8119,73470.0,47.350008,[1],1
300969635,0,7.42142,364490.0,3.207834581,[1],1
308544271,0,1.248036,54140.0,6.50366536,[1],1
53940083,0,1.375691,63060.0,2.621846935,[1],1
364398410,0,1.587831,186890.0,4.113752555,[1],1
281498280,0,0.37535,339360.0,28.378622015999998,[1],1
70459289,0,5.850537,25600.0,3.153673464,[1],1
382437407,0,4.941699,25370.0,2.974507462,[1],1
316879824,0,1.038746,82640.0,4.242072465,[1],1
219342229,0,1.541889,284080.0,4.775168557,[1],1
279323859,0,0.539953,336520.0,3.253713582,[1],1
370239670,0,1.076839,594910.0,5.188468743,[1],1
206499263,0,5.922785,190670.0,3.081743491,[1],1
294327330,0,0.918364,821950.0,4.005242546,[1],1
350157052,0,0.367484,4450.0,47.426955864,[1],1
149601448,0,0.443572,16920.0,38.350170552,[1],1
181655622,0,2.993193,163860.0,3.790819071,[1],1
370239669,0,1.076839,281980.0,5.373512757,[1],1
394372620,0,0.168247,346040.0,36.739653216,[1],1
139301655,0,4.675588,336560.0,4.548037959,[1],1
349835367,0,3.341535,998210.0,8.815236653,[1],1
309288988,0,2.768406,29730.0,4.009094833,[1],1
382260140,0,5.702767,288490.0,4.055351669,[1],1
300012172,0,1.460503,322330.0,5.747137725,[1],1
140761918,0,1.589585,627600.0,3.53841621,[1],1
300091984,0,1.082045,100400.0,3.295735943,[1],1
349677573,0,2.754023,3050.0,4.414588708,[1],1
409137738,0,1.815235,92780.0,3.352375998,[1],1
33665798,0,2.036811,22170.0,7.88979109,[1],1
206534865,0,3.997206,54310.0,3.456463972,[1],1
232083665,0,1.536396,231850.0,2.192867283,[1],1
259928347,0,3.875395,840080.0,3.326019005,[1],1
269852699,0,2.569667,156080.0,3.806396334,[1],1
167308864,0,1.199578,13610.0,3.946803552,[1],1
159836610,0,5.698277,130370.0,4.548592632,[1],1
126563811,0,2.55753,9240.0,2.158759922,[1],1
115244268,0,2.009021,154720.0,2.457595209,[1],1
303909869,0,1.063229,46780.0,3.052913221,[1],1
141425837,0,0.527814,1341540.0,2.59684488,[1],1
177285916,0,6.426926,192250.0,5.463401254,[1],1
253928305,0,2.393663,70890.0,3.618643977,[1],1
39069184,0,1.675428,235470.0,3.538503936,[1],1
214367709,0,1.324345,82410.0,3.582724042,[1],1
234509221,0,0.545839,1047810.0,3.034122499,[1],1
201311992,0,4.450813,87610.0,4.233257261,[1],1
280832735,0,3.157202,148640.0,2.973326556,[1],1
300577403,0,0.799018,304030.0,47.20623912,[1],1
349273300,0,5.551877,82550.0,3.988024287,[1],1
382260142,0,5.702767,286930.0,4.053983005,[1],1
260269456,0,5.394282,813140.0,5.46332881,[1],1
39049265,0,0.345369,17380.0,38.465596704,[1],1
197979841,0,1.529247,516000.0,6.825824569,[1],1
79403462,0,0.435385,3274390.0,30.181584816000004,[1],1
79424791,0,1.932751,102840.0,3.380149569,[1],1
358463674,0,1.041431,920230.0,2.524178801,[1],1
140580920,0,4.563313,79870.0,4.673197577,[1],1
306900155,0,3.562561,83370.0,3.042142089,[1],1
267020611,0,4.130962,9560.0,2.088944864,[1],1
229043076,0,0.222921,16580.0,36.759066552,[1],1
373915220,0,6.468201,184840.0,4.045471633,[1],1
183981740,0,0.412882,41650.0,2.030883982,[1],1
382225666,0,0.690521,14350.0,2.241596891,[1],1
349644822,0,0.940928,23640.0,11.0804434,[1],1
441117891,0,2.71309,72450.0,2.740654994,[1],1
115188534,0,1.743346,436270.0,5.589446211,[1],1
30267858,0,1.25005,10740.0,7.165486608,[1],1
147132080,0,0.687064,1230.0,2.401371128,[1],1
290079005,0,0.673663,44090.0,2.507643151,[1],1
260608573,0,1.384037,281690.0,3.982040533,[1],1
234290005,0,3.160372,232120.0,6.492668237,[1],1
147266158,0,0.560912,211430.0,3.9159286,[1],1
300707137,0,2.718344,257300.0,5.004580038,[1],1
355583696,0,0.847294,12620.0,3.341253051,[1],1
32207231,0,0.354076,24170.0,19.85023704,[1],1
261136311,0,4.432768,941410.0,8.265161902,[1],1
391744644,0,1.81274,5170.0,9.951507542,[1],1
115192134,0,0.25209,1940.0,39.1600236,[1],1
147266620,0,0.410901,5140.0,34.91014896,[1],1
167694492,0,0.605892,6580.0,2.930966196,[1],1
266638181,0,1.001806,6360.0,2.289647649,[1],1
267091830,0,0.936647,266420.0,2.421045166,[1],1
348997612,0,4.419153,426050.0,5.03783442,[1],1
140802498,0,3.963521,183560.0,4.096061142,[1],1
238833136,0,3.269954,26420.0,3.524487219,[1],1
140827017,0,1.037248,298860.0,4.06095039,[1],1
61178236,0,1.523936,171010.0,3.215626875,[1],1
280723416,0,0.825164,76520.0,3.272402385,[1],1
394679118,0,0.306949,3092320.0,37.625366424,[1],1
167343398,0,2.184715,22890.0,2.725999988,[1],1
141622081,0,1.464964,137860.0,7.034639931,[1],1
38809921,0,4.586194,121070.0,6.782430583,[1],1
261592957,0,2.751783,302550.0,5.491458155,[1],1
41586601,0,0.219956,3040.0,23.889544344,[1],1
394232475,0,1.897803,301280.0,8.602968735,[1],1
349311164,0,5.610639,434250.0,10.10184331,[1],1
206508541,0,0.773967,113620.0,3.451273646,[1],1
425064757,0,0.26155,291910.0,22.252925087999998,[1],1
141943694,0,1.835869,4420.0,2.387657787,[1],1
232058100,0,0.84215,1790.0,2.913906372,[1],1
24749534,0,1.111328,60280.0,2.542362839,[1],1
304054807,0,3.450303,29100.0,4.066665128,[1],1
349094958,0,0.68357,13430.0,33.959757599999996,[1],1
394584696,0,6.88755,256470.0,3.762255312,[1],1
306576384,0,3.216673,6490.0,3.63149515,[1],1
309406534,0,3.766392,35210.0,4.525997939,[1],1
309551299,0,5.69954,4251640.0,3.711084485,[1],1
235004516,0,3.547503,310150.0,8.857973091,[1],1
269833439,0,1.340251,973660.0,6.196141203,[1],1
181043448,0,0.622408,3010.0,4.131494511,[1],1
92560718,0,1.550397,180650.0,2.627736867,[1],1
167366701,0,2.230188,25170.0,3.708178191,[1],1
318516482,0,1.205618,46710.0,3.2294166,[1],1
234509307,0,2.360342,617690.0,7.714919448,[1],1
382268993,0,0.710979,48750.0,2.620782351,[1],1
142148224,0,0.780692,14000.0,33.39313224,[1],1
89398045,0,3.516313,577240.0,3.987498942,[1],1
278861826,0,0.533829,44500.0,2.246053488,[1],1
294054184,0,2.283792,70610.0,6.140477226,[1],1
89040715,0,2.309981,67610.0,4.180141618,[1],1
314889050,0,0.886444,16800.0,2.018964854,[1],1
358108063,0,2.986802,140700.0,4.409953417,[1],1
350335402,0,6.070548,253360.0,4.809330948,[1],1
89018908,0,3.141426,3898940.0,2.681772548,[1],1
235003170,0,3.195243,51400.0,4.406367907,[1],1
260003467,0,2.605816,10650.0,2.282694816,[1],1
234346466,0,1.480305,609010.0,3.068139355,[1],1
278802197,0,0.531315,25670.0,28.235014224,[1],1
277913197,0,2.611103,1735180.0,3.776908267,[1],1
52285789,0,3.302549,422550.0,3.978118423,[1],1
201248425,0,2.987669,284370.0,6.122092301,[1],1
270275812,0,1.6766,350580.0,6.760855968,[1],1
267358000,0,7.917326,664910.0,5.390748927,[1],1
425866725,0,6.634366,65270.0,3.171757697,[1],1
271799457,0,1.908579,23560.0,3.804179663,[1],1
280052691,0,2.851827,143030.0,5.858793389,[1],1
307085577,0,4.282001,6940.0,2.436629849,[1],1
306773020,0,1.377412,44850.0,3.717359506,[1],1
253928304,0,2.393549,17960.0,3.645470869,[1],1
394124501,0,1.668312,343470.0,5.163492372,[1],1
260239481,0,4.192872,218000.0,5.236729413,[1],1
293484138,0,1.039847,403130.0,3.697279993,[1],1
197600264,0,3.133432,105430.0,6.129745016,[1],1
29778064,0,0.49461,309820.0,2.271328258,[1],1
348997611,0,2.205284,125720.0,6.94082265,[1],1
231634816,0,4.454332,118100.0,3.260571024,[1],1
234337768,0,2.994439,700570.0,9.175919316,[1],1
141811748,0,6.841672,51330.0,4.81106375,[1],1
388198039,0,1.792046,455600.0,7.209186012,[1],1
421951253,0,5.11281,58330.0,4.466550816,[1],1
38811794,0,0.894229,4920.0,4.002139774,[1],1
38462492,0,1.65488,8100.0,3.290563392,[1],1
369991000,0,1.468649,82720.0,3.242776992,[1],1
279639068,0,0.773397,335570.0,46.9309674,[1],1
149573659,0,4.376903,159490.0,2.822577207,[1],1
231093356,0,1.735285,665860.0,4.424143813,[1],1
394679119,0,0.306977,138240.0,2.167871574,[1],1
277801830,0,3.581585,1159340.0,3.024863428,[1],1
271503303,0,3.635363,308420.0,4.681765886,[1],1
114948643,0,1.496937,262330.0,4.162802165,[1],1
394124805,0,1.22885,167480.0,3.493669704,[1],1
350146334,0,0.617292,8590.0,39.858297528,[1],1
150101476,0,3.279516,30480.0,3.914167936,[1],1
316852879,0,1.882889,191170.0,3.333165423,[1],1
79170875,0,0.747382,1380.0,7.101862926,[1],1
234285499,0,5.196698,28220.0,3.377437964,[1],1
141027451,0,6.365993,437200.0,8.982161483,[1],1
92787648,0,0.975984,166400.0,3.679147365,[1],1
142014107,0,0.37898,3420.0,37.629257712,[1],1
349311270,0,3.555016,102110.0,3.249853427,[1],1
29345396,0,0.285707,109670.0,26.126693760000002,[1],1
38462522,0,1.356998,5830.0,2.780651742,[1],1
308842834,0,2.081328,89050.0,3.118495369,[1],1
60912975,0,0.777348,1061930.0,3.316166568,[1],1
421871561,0,3.678917,6990.0,6.081691271,[1],1
238832575,0,7.408347,158510.0,18.29743175,[1],1
277773589,0,1.317736,470730.0,4.139166904,[1],1
79492099,0,2.302588,230320.0,4.350233457,[1],1
391947238,0,2.918412,101810.0,5.634169471,[1],1
373847950,0,0.349896,54940.0,2.331818911,[1],1
31672004,0,3.161562,100530.0,5.896439592,[1],1
391902612,0,4.552998,1742860.0,9.649806081,[1],1
406345757,0,0.627997,4160.0,38.73726648,[1],1
300559128,0,4.175489,55610.0,3.74290834,[1],1
389729356,0,2.79065,191080.0,5.459850912,[1],1
261646556,0,0.962608,850870.0,4.257114628,[1],1
441426274,0,1.23707,67270.0,5.383629674,[1],1
31926288,0,1.241645,14110.0,42.54650556,[1],1
237339474,0,2.180378,275300.0,3.371562109,[1],1
219342231,0,1.541889,279370.0,4.801072293,[1],1
314864553,0,1.056271,423940.0,4.302741044,[1],1
309406539,0,3.764984,47160.0,4.480933357,[1],1
265467918,0,7.09022,120100.0,4.121403082,[1],1
150300654,0,5.443848,40080.0,5.778753529,[1],1
299779868,0,1.162294,1771810.0,4.376734286,[1],1
209308943,0,3.174917,71280.0,2.390331511,[1],1
279647970,0,1.6091,169890.0,3.360959352,[1],1
410212588,0,3.377865,98640.0,3.505413182,[1],1
349411363,0,0.770893,77310.0,2.147091184,[1],1
206363145,0,1.640861,530410.0,4.401183009,[1],1
300038246,0,0.533631,7600.0,2.965494193,[1],1
300814564,0,1.85994,23450.0,2.179254499,[1],1
364537633,0,3.585388,301060.0,4.796388651,[1],1
441041386,0,0.748866,663130.0,3.489416014,[1],1
403153641,0,5.332618,874350.0,5.311287528,[1],1
234285500,0,5.199381,16800.0,3.350481116,[1],1
219177722,0,2.429796,153490.0,6.923752298,[1],1
314887863,0,0.919075,321360.0,3.64284567,[1],1
235004147,0,3.19423,131010.0,3.682052806,[1],1
270582609,0,2.796091,12210.0,8.076229244,[1],1
234521130,0,12.325889,209260.0,8.646857651,[1],1
139453166,0,1.163413,336990.0,2.859762227,[1],1
277800038,0,3.58133,2456700.0,4.166949082,[1],1
349373467,0,5.754902,6260.0,3.560672965,[1],1
31107284,0,6.790929,5550.0,3.112961854,[1],1
389527961,0,2.401653,112560.0,5.236564201,[1],1
388198038,0,1.792046,592150.0,7.12961917,[1],1
201248424,0,2.987669,249280.0,6.175870343,[1],1
25358644,0,2.445505,220390.0,4.1278168,[1],1
278900430,0,6.864988,254450.0,3.252356715,[1],1
293525651,0,1.359426,214160.0,2.315483117,[1],1
389349072,0,8.192973,52520.0,4.931514308,[1],1
309146838,0,5.435035,374920.0,5.57634591,[1],1
150443185,0,2.593737,2571280.0,5.143691719,[1],1
350213888,0,0.502626,231300.0,2.06579286,[1],1
143923188,0,0.69212,35250.0,2.618373014,[1],1
115106052,0,3.820997,94770.0,6.168923237,[1],1
79153662,0,2.841831,70360.0,5.131664747,[1],1
234305735,0,3.181938,56330.0,5.082955039,[1],1
219328400,0,0.3389,48670.0,2.13547668,[1],1
234509218,0,0.545839,286200.0,2.034582122,[1],1
349157974,0,0.698116,364560.0,3.734473806,[1],1
279323857,0,0.539953,616240.0,3.144211113,[1],1
349790954,0,1.55115,3740.0,3.27416742,[1],1
31961007,0,4.253094,203880.0,3.738979997,[1],1
364398097,0,2.410028,10160.0,46.254028584000004,[1],1
394518035,0,6.983056,13750.0,4.838419841,[1],1
214660504,0,7.103221,56780.0,3.257821279,[1],1
167719767,0,0.60622,55720.0,2.771928826,[1],1
139899011,0,1.959448,726230.0,4.092738227,[1],1
121490917,0,2.464277,72110.0,3.433822143,[1],1
